Name,Abbr Name,ISSN,EISSN,JIF,JIF5Years,Domain,Area,Rank,Normalized Journal,Journal_Abbreviation,Acronym_Candidate
Eikasmos-Quaderni Bolognesi di Filologia Classica,EIKASMOS,1121-8819,1121-8819,<0.1,<0.1,CLASSICS,N/A,N/A,eikasmos quaderni bolognesi di filologia classica,,
Journal of Contemporary Painting,J CONTEMP PAINTING,2052-6695,2052-6709,<0.1,0.1,ART,N/A,N/A,journal of contemporary painting,,
Philosophy of Photography,PHILOS PHOTOGR,2040-3682,2040-3690,<0.1,0.1,ART,N/A,N/A,philosophy of photography,,
PHOENIX-THE JOURNAL OF THE CLASSICAL ASSOCIATION OF CANADA,PHOENIX-J CLASS ASSN,0031-8299,1929-4883,<0.1,0.2,CLASSICS,N/A,N/A,phoenix the journal of the classical association of canada,,
Revista Chilena de Estudios Medievales,REV CHIL ESTUD MEDIE,0719-2215,0719-689X,<0.1,<0.1,MEDIEVAL & RENAISSANCE STUDIES,N/A,N/A,revista chilena de estudios medievales,,
Rukopysna ta Knyzhkova Spadshchyna Ukrainy-Manuscript and Book Heritage of Ukraine,RUKOP KNYZH SPAD UKR,2222-4203,2222-4203,<0.1,<0.1,HISTORY,Q4,450/518,rukopysna ta knyzhkova spadshchyna ukrainy manuscript and book heritage of ukraine,,
COLLOQUIA GERMANICA,COLLOQ GERMANICA,0010-1338,0010-1338,<0.1,0.1,"LITERATURE, GERMAN, DUTCH, SCANDINAVIAN",N/A,N/A,colloquia germanica,,
Elos-Revista de Literatura Infantil e Xuvenil,ELOS,,2386-7620,<0.1,0.1,LITERATURE,N/A,N/A,elos revista de literatura infantil e xuvenil,,
FILM CRITICISM,FILM CRITICISM,0163-5069,0163-5069,<0.1,0.2,"FILM, RADIO, TELEVISION",N/A,N/A,film criticism,,FILM
Frontiers of Philosophy in China,FRONT PHILOS CHINA,1673-3436,1673-355X,<0.1,0.1,PHILOSOPHY,N/A,N/A,frontiers of philosophy in china,,
Lietuvos istorijos studijos,LIET ISTOR STUD,1392-0448,1648-9101,<0.1,,HISTORY,Q4,450/518,lietuvos istorijos studijos,,
Novyi Istoricheskii Vestnik-The New Historical Bulletin,NOV ISTOR VESTN-NEW,2072-9286,2072-9286,<0.1,0.1,HISTORY,Q4,450/518,novyi istoricheskii vestnik the new historical bulletin,,
VOICES-THE JOURNAL OF NEW YORK FOLKLORE,VOICES,0361-204X,,<0.1,0.2,FOLKLORE,N/A,N/A,voices the journal of new york folklore,,VOICES
Escritura e Imagen,ESCR IMAGEN,1885-5687,1988-2416,<0.1,0.1,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,escritura e imagen,,
Kwartalnik Historii Zydow-Jewish History Quarterly,KWARTALNIK HIST ZYDO,1899-3044,1899-3044,<0.1,<0.1,HISTORY,Q4,450/518,kwartalnik historii zydow jewish history quarterly,,
Neo-Victorian Studies,NEO-VICT STUDS,1757-9481,1757-9481,<0.1,0.1,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,neo victorian studies,,
Chung Wai Literary Quarterly,CHUNG WAI LIT Q,0303-0849,0303-0849,<0.1,<0.1,LITERATURE,N/A,N/A,chung wai literary quarterly,,
Mesto a Dejiny-The City and History,MESTO DEJINY,1339-0163,1339-0163,<0.1,0.1,HISTORY,Q4,450/518,mesto a dejiny the city and history,,
RELIGION & LITERATURE,RELIG LIT,0888-3769,2328-6911,<0.1,<0.1,RELIGION,N/A,N/A,religion and literature,,
Remate de Males,REMATE MALES,0103-183X,2316-5758,<0.1,<0.1,LITERARY THEORY & CRITICISM,N/A,N/A,remate de males,,
Teatro e Storia,TEATR STOR,0394-6932,2239-7272,<0.1,<0.1,THEATER,N/A,N/A,teatro e storia,,
Vestnik Tomskogo Gosudarstvennogo Universiteta-Kulturologiya i Iskusstvovedenie-Tomsk State University Journal of Cultural Studies and Art History,VESTN TOMSK GOS U KU,2222-0836,2311-3685,<0.1,0.1,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,vestnik tomskogo gosudarstvennogo universiteta kulturologiya i iskusstvovedenie tomsk state university journal of cultural studies and art history,,
CANADIAN REVIEW OF AMERICAN STUDIES,CAN REV AM STUD,0007-7720,1710-114X,<0.1,0.2,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,canadian review of american studies,,
Journal of Early Modern Studies-Romania,J EARLY MOD STUD-ROM,2285-6382,2286-0290,<0.1,0.2,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,journal of early modern studies romania,,
Meta-Research in Hermeneutics Phenomenology and Practical Philosophy,META-RES HERMENEUT P,2067-3655,2067-3655,<0.1,0.1,PHILOSOPHY,N/A,N/A,meta research in hermeneutics phenomenology and practical philosophy,,
Militargeschichtliche Zeitschrift,MILITARGESCH Z,2193-2336,2196-6850,<0.1,0.1,HISTORY,Q4,450/518,militargeschichtliche zeitschrift,,
Mundo Eslavo-Journal of Slavic Studies,MUNDO ESLAVO,1579-8372,2255-517X,<0.1,0.1,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,mundo eslavo journal of slavic studies,,
NEW ENGLAND REVIEW-MIDDLEBURY SERIES,NEW ENGL REV-MIDDLEB,1053-1297,2161-9131,<0.1,<0.1,LITERARY REVIEWS,N/A,N/A,new england review middlebury series,,NEW
REVUE DE MUSICOLOGIE,REV MUSICOL,0035-1601,,<0.1,<0.1,MUSIC,N/A,N/A,revue de musicologie,,
Taiwan Journal of East Asian Studies,TAIWAN J E ASIA STUD,1812-6243,1812-6243,<0.1,0.1,ASIAN STUDIES,N/A,N/A,taiwan journal of east asian studies,,
Tekst Kniga Knigoizdanie-Text Book Publishing,TEKST KNIGA KNIGOIZD,2306-2061,2311-3774,<0.1,<0.1,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,tekst kniga knigoizdanie text book publishing,,
Caligrama-Revista de Estudos Romanicos,CALIGRAMA,0103-2178,2238-3824,<0.1,<0.1,"LITERATURE, ROMANCE",N/A,N/A,caligrama revista de estudos romanicos,,
Cross Currents,CROSS CURR,0011-1953,1939-3881,<0.1,0.1,RELIGION,N/A,N/A,cross currents,,
Journal of Religion and Popular Culture,J RELIG POP CULT,,1703-289X,<0.1,0.2,RELIGION,N/A,N/A,journal of religion and popular culture,,
LATIN AMERICAN MUSIC REVIEW-REVISTA DE MUSICA LATINOAMERICANA,LAT AM MUSIC REV,0163-0350,1536-0199,<0.1,0.2,MUSIC,N/A,N/A,latin american music review revista de musica latinoamericana,,
PAMIETNIK LITERACKI,PAMIETNIK LITERACKI,0031-0514,0031-0514,<0.1,<0.1,"LITERATURE, SLAVIC",N/A,N/A,pamietnik literacki,,PAMIETNIK
SEWANEE REVIEW,SEWANEE REV,0037-3052,1934-421X,<0.1,0.1,LITERARY REVIEWS,N/A,N/A,sewanee review,,SEWANEE
TEXT & KRITIK,TEXT KRITIK,0040-5329,0040-5329,<0.1,<0.1,"LITERATURE, GERMAN, DUTCH, SCANDINAVIAN",N/A,N/A,text and kritik,,TEXT
Tort Law Review,TORT LAW REV,1039-3285,1039-3285,<0.1,0.1,LAW,Q4,403/421,tort law review,,
WELSH HISTORY REVIEW,WELSH HIST REV,0043-2431,0083-792X,<0.1,0.1,HISTORY,Q4,450/518,welsh history review,,WELSH
Antropologia e Teatro-Rivista di Studi,ANTROPOL TEATRO,2039-2281,2039-2281,<0.1,<0.1,THEATER,N/A,N/A,antropologia e teatro rivista di studi,,
Aschkenas-Zeitschrift fuer Geschichte und Kultur der Juden,ASCHKENAS,1016-4987,1865-9438,<0.1,<0.1,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,aschkenas zeitschrift fuer geschichte und kultur der juden,,
BYU Studies Quarterly,BYU STUD Q,2167-8472,2167-8480,<0.1,<0.1,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,byu studies quarterly,,BYU
Cristianesimo nella Storia,CRIST STOR,0393-3598,0393-3598,<0.1,0.1,RELIGION,N/A,N/A,cristianesimo nella storia,,
ESTUDOS IBERO-AMERICANOS,ESTUD IBERO-AM,0101-4064,1980-864X,<0.1,0.2,HISTORY,Q4,450/518,estudos ibero americanos,,
Journal of Romance Studies,J ROMANC STUD,1473-3536,1752-2331,<0.1,<0.1,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,journal of romance studies,,
Quiroga-Revista de Patrimonio Iberoamericano,QUIROGA,2254-7037,2254-7037,<0.1,0.1,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,quiroga revista de patrimonio iberoamericano,,
Revista Universitaria de Historia Militar,REV UNIV HIST MIL,2254-6111,2254-6111,<0.1,0.2,HISTORY,Q4,450/518,revista universitaria de historia militar,,
Studi Slavistici,STUDI SLAVISTICI,1824-761X,1824-7601,<0.1,0.1,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,studi slavistici,,
Theleme-Revista Complutense de Estudios Franceses,THELEME,1139-9368,1989-8193,<0.1,<0.1,"LITERATURE, ROMANCE",N/A,N/A,theleme revista complutense de estudios franceses,,
Wenshan Review of Literature and Culture,WENSHAN REV LIT CULT,2077-1282,2077-1290,<0.1,<0.1,LITERATURE,N/A,N/A,wenshan review of literature and culture,,
Amaltea-Revista de MitocrItica,AMALTEA,1989-1709,1989-1709,<0.1,<0.1,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,amaltea revista de mitocritica,,
Ars Judaica-The Bar Ilan Journal of Jewish Art,ARS JUDAICA,1565-6721,2516-4252,<0.1,0.1,ART,N/A,N/A,ars judaica the bar ilan journal of jewish art,,
ASIANetwork Exchange-A Journal for Asian Studies in the Liberal Arts,ASIANETWORK EXCH,1943-9938,1943-9946,<0.1,0.1,ASIAN STUDIES,N/A,N/A,asianetwork exchange a journal for asian studies in the liberal arts,,
Contemporary Pragmatism,CONTEMP PRAGMAT,1572-3429,1875-8185,<0.1,0.2,PHILOSOPHY,N/A,N/A,contemporary pragmatism,,
Imago-Revista de Emblematica y Cultura Visual,IMAGO-REV EMBLEM CUL,2254-9633,2254-9633,<0.1,<0.1,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,imago revista de emblematica y cultura visual,,
NUOVA RIVISTA STORICA,NUOVA RIV STORICA,0029-6236,,<0.1,<0.1,HISTORY,Q4,450/518,nuova rivista storica,,NUOVA
Studia Universitatis Babes-Bolyai Philologia,ST U BABE-BOL PHILOL,1220-0484,2065-9652,<0.1,<0.1,LITERATURE,N/A,N/A,studia universitatis babes bolyai philologia,,
ZEITSCHRIFT FUR FRANZOSISCHE SPRACHE UND LITERATUR,Z FR SPRACHE LIT,0044-2747,2366-2425,<0.1,0.1,"LITERATURE, ROMANCE",N/A,N/A,zeitschrift fur franzosische sprache und literatur,,
Acta Historica Universitatis Klaipedensis,ACTA HIST U KLAIPDEN,1392-4095,2351-6526,<0.1,,HISTORY,Q4,450/518,acta historica universitatis klaipedensis,,
AM Journal of Art and Media Studies,AM J ART MEDIA STUD,2217-9666,2406-1654,<0.1,0.1,ART,N/A,N/A,am journal of art and media studies,,AM
ARCHIVO ESPANOL DE ARTE,ARCH ESPAN ART,0004-0428,1988-8511,<0.1,0.1,ART,N/A,N/A,archivo espanol de arte,,
Cahiers des Etudes Anciennes,CAH ETUDES ANC,0317-5065,1923-2713,<0.1,0.1,CLASSICS,N/A,N/A,cahiers des etudes anciennes,,
Contexto-Revista de la Facultad de Arquitectura Universidad Autonoma de Nuevo Leon,CONTEXTO-REV FAC ARQ,2007-1639,2007-1639,<0.1,<0.1,ARCHITECTURE,N/A,N/A,contexto revista de la facultad de arquitectura universidad autonoma de nuevo leon,,
Ekphrasis-Images Cinema Theory Media,EKPRASIS,2067-631X,2559-2068,<0.1,0.1,"FILM, RADIO, TELEVISION",N/A,N/A,ekphrasis images cinema theory media,,
EUROPE-REVUE LITTERAIRE MENSUELLE,EUROPE-REV LIT MENS,0014-2751,0014-2751,<0.1,<0.1,LITERARY REVIEWS,N/A,N/A,europe revue litteraire mensuelle,,
FOLK MUSIC JOURNAL,FOLK MUSIC J,0531-9684,,<0.1,<0.1,MUSIC,N/A,N/A,folk music journal,,FOLK
Forum-Revue Internationale d Interpretation et de Traduction-International Journal of Interpretation and Translation,FORUM-REV INT INTERP,1598-7647,2451-909X,<0.1,0.2,LANGUAGE & LINGUISTICS,N/A,N/A,forum revue internationale d interpretation et de traduction international journal of interpretation and translation,,
Francofonia-Studi e Ricerche sulle Letterature di Lingua Francese,FRANCOFONIA,1121-953X,2036-5659,<0.1,0.1,"LITERATURE, ROMANCE",N/A,N/A,francofonia studi e ricerche sulle letterature di lingua francese,,
NOVYI MIR,NOVYI MIR,0130-7673,,<0.1,<0.1,LITERARY REVIEWS,N/A,N/A,novyi mir,,NOVYI
QUEENS QUARTERLY,QUEENS QUART,0033-6041,0033-6041,<0.1,<0.1,LITERARY REVIEWS,N/A,N/A,queens quarterly,,QUEENS
Review & Expositor,REV EXPO,0034-6373,2052-9449,<0.1,0.1,RELIGION,N/A,N/A,review and expositor,,
Slavia Meridionalis,SLAVIA MERID,1233-6173,2392-2400,<0.1,0.1,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,slavia meridionalis,,
STUDI FRANCESI,STUD FRANCESI,0039-2944,0039-2944,<0.1,0.1,"LITERATURE, ROMANCE",N/A,N/A,studi francesi,,
Antiphon-A Journal for Liturgical Renewal,ANTIPHON,1543-9925,1543-9933,<0.1,0.1,RELIGION,N/A,N/A,antiphon a journal for liturgical renewal,,
Antipodes-A Global Journal of Australian/New Zealand Literature,ANTIPODES,0893-5580,2331-9089,<0.1,0.1,"LITERATURE, AFRICAN, AUSTRALIAN, CANADIAN",N/A,N/A,antipodes a global journal of australian/new zealand literature,,
Asian Diasporic Visual Cultures and the Americas,ASIAN DIASPOR VISUAL,2352-3077,2352-3085,<0.1,,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,asian diasporic visual cultures and the americas,,
Atelier du Centre de Recherches Historiques,ATELIER CENT RECH HI,1760-7914,1760-7914,<0.1,0.1,HISTORY,Q4,450/518,atelier du centre de recherches historiques,,
Bible Translator,BIBLE TRANSL,2051-6770,2051-6789,<0.1,0.1,RELIGION,N/A,N/A,bible translator,,
Claridades-Revista de Filosofia,CLARIDADES-REV FILOS,1889-6855,1989-3787,<0.1,0.2,PHILOSOPHY,N/A,N/A,claridades revista de filosofia,,
Estudos Teologicos,ESTUD TEOL,0101-3130,2237-6461,<0.1,0.1,RELIGION,N/A,N/A,estudos teologicos,,
MKG-Chirurgie,MKG-CHIRURGIE,2731-748X,2731-7498,<0.1,0.1,"DENTISTRY, ORAL SURGERY & MEDICINE",Q4,156/157,mkg chirurgie,,
Plato Journal,PLATO J,2079-7567,2183-4105,<0.1,0.3,PHILOSOPHY,N/A,N/A,plato journal,,
Register of the Kentucky Historical Society,REGIST KY HIST SOC,0023-0243,2161-0355,<0.1,0.1,HISTORY,Q4,450/518,register of the kentucky historical society,,
RESOURCES FOR AMERICAN LITERARY STUDY,RESOUR AM LIT STUD,0048-7384,,<0.1,<0.1,"LITERATURE, AMERICAN",N/A,N/A,resources for american literary study,,
Revista Biblica,REV BIBLICA,0034-7078,2683-7153,<0.1,,RELIGION,N/A,N/A,revista biblica,,
REVUE D HISTOIRE LITTERAIRE DE LA FRANCE,REV HIST LIT FR,0035-2411,2105-2689,<0.1,<0.1,"LITERATURE, ROMANCE",N/A,N/A,revue d histoire litteraire de la france,,
RIVISTA DI STORIA E LETTERATURA RELIGIOSA,RIV STOR LETT RELIG,0035-6573,2035-7583,<0.1,<0.1,RELIGION,N/A,N/A,rivista di storia e letteratura religiosa,,
Studia Canonica,STUD CANONICA,2295-3019,2295-3027,<0.1,<0.1,RELIGION,N/A,N/A,studia canonica,,
Umeni-Art,UMENI-ART,0049-5123,1804-6509,<0.1,<0.1,ART,N/A,N/A,umeni art,,
Vestnik Pravoslavnogo Svyato-Tikhonovskogo Gumanitarnogo Universiteta-Seriya I-Bogoslovie-Filosofiya-Religiovedenie,VESTN PSTGU-I-BOGOSL,1991-640X,2409-4692,<0.1,0.1,RELIGION,N/A,N/A,vestnik pravoslavnogo svyato tikhonovskogo gumanitarnogo universiteta seriya i bogoslovie filosofiya religiovedenie,,
ZEITSCHRIFT FUR RELIGIONS-UND GEISTESGESCHICHTE,Z RELIG GEISTESGESCH,0044-3441,,<0.1,0.1,RELIGION,N/A,N/A,zeitschrift fur religions und geistesgeschichte,,
Archai-Revista de Estudos Sobre as Origens do Pensamento Ocidental,ARCHAI,1984-249X,1984-249X,<0.1,0.1,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,archai revista de estudos sobre as origens do pensamento ocidental,,
Beytulhikme-An International Journal of Philosophy,BEYTULHIKME,1303-8303,1303-8303,<0.1,<0.1,PHILOSOPHY,N/A,N/A,beytulhikme an international journal of philosophy,,
BULLETIN OF THE INSTITUTE OF HISTORY AND PHILOLOGY ACADEMIA SINICA,B INST HIST PHILOL,1012-4195,,<0.1,<0.1,LANGUAGE & LINGUISTICS,N/A,N/A,bulletin of the institute of history and philology academia sinica,,
Estudos de Religiao,ESTUD RELIG,0103-801X,2176-1078,<0.1,0.1,RELIGION,N/A,N/A,estudos de religiao,,
Horizonte-Revista de Estudos de Teologia e Ciencias da Religiao,HORIZONTE,1679-9615,2175-5841,<0.1,0.1,RELIGION,N/A,N/A,horizonte revista de estudos de teologia e ciencias da religiao,,
Revista Historia-Debates e Tendencias,REV HIST-DEBATES TEN,1517-2856,2238-8885,<0.1,<0.1,HISTORY,Q4,450/518,revista historia debates e tendencias,,
Revue Roumaine de Philosophie,REV ROUM PHILOS,1220-5400,,<0.1,0.1,PHILOSOPHY,N/A,N/A,revue roumaine de philosophie,,
STUDI MEDIEVALI,STUD MEDIEV,0391-8467,,<0.1,0.1,MEDIEVAL & RENAISSANCE STUDIES,N/A,N/A,studi medievali,,
Studia Universitatis Babes-Bolyai Musica,STUD U BABES-BOL MUS,1844-4369,2065-9628,<0.1,0.1,MUSIC,N/A,N/A,studia universitatis babes bolyai musica,,
Victorian Historical Journal,VIC HIST J,1030-7710,1320-6001,<0.1,0.1,HISTORY,Q4,450/518,victorian historical journal,,
Acta Baltico-Slavica,ACTA BALTICO-SLAV,0065-1044,2392-2389,<0.1,<0.1,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,acta baltico slavica,,
Atlantic Law Journal,ATL LAW J,1521-3293,2371-9680,<0.1,0.1,LAW,Q4,403/421,atlantic law journal,,
Etica & Cine,ETICA CINE,2250-5660,2250-5415,<0.1,<0.1,"FILM, RADIO, TELEVISION",N/A,N/A,etica and cine,,
Filozofska Istrazivanja,FILOZ ISTRAZ,0351-4706,0351-4706,<0.1,0.1,PHILOSOPHY,N/A,N/A,filozofska istrazivanja,,
International Journal of Integrative Psychotherapy,INT J INTEGR PSYCHOT,2156-9703,2156-9703,<0.1,0.1,"PSYCHOLOGY, CLINICAL",Q4,178/180,international journal of integrative psychotherapy,,
LINKS Rivista di letteratura e cultura tedesca,LINKS-ITALY,1594-5359,1724-1685,<0.1,,"LITERATURE, GERMAN, DUTCH, SCANDINAVIAN",N/A,N/A,links rivista di letteratura e cultura tedesca,,
Literature and Aesthetics,LIT AESTHET,1036-9368,2200-0437,<0.1,<0.1,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,literature and aesthetics,,
Media Tropes,MEDIA TROPES,1913-6005,1913-6005,<0.1,0.1,COMMUNICATION,Q4,223/227,media tropes,,
Navigator-Subsidios para a Historia Maritima do Brasil,NAVIGATOR,0100-1248,0100-1248,<0.1,<0.1,HISTORY,Q4,450/518,navigator subsidios para a historia maritima do brasil,,
Revista Critica Cultural,REV CRIT CULT,1980-6493,1980-6493,<0.1,<0.1,LITERARY THEORY & CRITICISM,N/A,N/A,revista critica cultural,,
Revue de Synthese,REV SYNTH,0035-1776,1955-2343,<0.1,<0.1,PHILOSOPHY,N/A,N/A,revue de synthese,,
Sirnak University Journal of Divinity Faculty,SIRNAK U J DIVIN FAC,2146-4901,2667-6575,<0.1,,RELIGION,N/A,N/A,sirnak university journal of divinity faculty,,
Synthesis Philosophica,SYNTH PHILOS,0352-7875,,<0.1,0.1,PHILOSOPHY,N/A,N/A,synthesis philosophica,,
TIJDSCHRIFT VOOR FILOSOFIE,TIJDSCHR FILOS,0040-750X,2031-8952,<0.1,0.1,PHILOSOPHY,N/A,N/A,tijdschrift voor filosofie,,
Turkish Journal of History-Tarih Dergisi,TURK J HIST,1015-1818,1015-1818,<0.1,0.1,HISTORY,Q4,450/518,turkish journal of history tarih dergisi,,
Tusculum-Casopis Za Solinske Teme,TUSCULUM,1846-9469,1846-9469,<0.1,<0.1,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,tusculum casopis za solinske teme,,
Verbo de Minas,VERBO MINAS,1516-0637,1984-6959,<0.1,<0.1,"LITERATURE, ROMANCE",N/A,N/A,verbo de minas,,
Altre Modernita-Rivista di Studi Letterari e Culturali,ALTRE MOD-RIV STUD L,2035-7680,2035-7680,<0.1,0.1,CULTURAL STUDIES,Q4,59/59,altre modernita rivista di studi letterari e culturali,,
Arti Musices,ARTI MUSIC,0587-5455,1848-9303,<0.1,0.1,MUSIC,N/A,N/A,arti musices,,
Cahiers de Droit,CAH DROIT,0007-974X,1918-8218,<0.1,0.1,LAW,Q4,403/421,cahiers de droit,,
Folia Linguistica et Litteraria,FOLIA LINGUIST LITT,1800-8542,1800-8542,<0.1,<0.1,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,folia linguistica et litteraria,,
Frontiers of Literary Studies in China,FRONT LIT STUD CHINA,1673-7318,1673-7423,<0.1,0.1,LITERATURE,N/A,N/A,frontiers of literary studies in china,,
Gazi Akademik Bakis-Gazi Academic View,GAZI AKAD BAKIS,1307-9778,1309-5137,<0.1,0.1,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,gazi akademik bakis gazi academic view,,
Imafronte-Revista de Historia del Arte,IMAFRONTE,0213-392X,1989-4562,<0.1,<0.1,ART,N/A,N/A,imafronte revista de historia del arte,,
Istanbul Hukuk Mecmuasi,ISTANB HUKUK MECMUAS,2636-7734,2667-6974,<0.1,<0.1,LAW,Q4,403/421,istanbul hukuk mecmuasi,,
Italica Belgradensia,ITAL BELGRADENSIA,0353-4766,2812-877X,<0.1,<0.1,"LITERATURE, ROMANCE",N/A,N/A,italica belgradensia,,
Kunstiteaduslikke Uurimusi,KUNSTITEADUS UURIMUS,1406-2860,,<0.1,0.1,ART,N/A,N/A,kunstiteaduslikke uurimusi,,
Lino - Revista Anual de Historia del Arte,LINO REV ANU HIST AR,0211-2574,2341-1139,<0.1,<0.1,ART,N/A,N/A,lino revista anual de historia del arte,,
Passagens-International Review of Political History and Legal Culture,PASSAGENS,1984-2503,1984-2503,<0.1,<0.1,HISTORY,Q4,450/518,passagens international review of political history and legal culture,,
PhiloSOPHIA-A Journal of Continental Feminism,PHILOSOPHIA-J CONT F,2155-0891,2155-0905,<0.1,0.6,PHILOSOPHY,N/A,N/A,philosophia a journal of continental feminism,,
Revista Digital Lampsakos,REV DIGIT LAMPSAKOS,2145-4086,2145-4086,<0.1,0.1,"ENGINEERING, MULTIDISCIPLINARY",Q4,179/179,revista digital lampsakos,,
Revista Estudos Politicos,REV ESTUD POLIT-BR,2177-2851,2177-2851,<0.1,<0.1,POLITICAL SCIENCE,Q4,311/317,revista estudos politicos,,
RIVISTA DI FILOSOFIA NEO-SCOLASTICA,RIV FILOS NEO-SCOLAS,0035-6247,0035-6247,<0.1,0.1,PHILOSOPHY,N/A,N/A,rivista di filosofia neo scolastica,,
South African Journal of Art History,SOUTH AFR J ART HIST,0258-3542,0258-3542,<0.1,0.1,ART,N/A,N/A,south african journal of art history,,
Spontaneous Generations-Journal for the History and Philosophy of Science,SPONTANEOUS GENER,1913-0465,1913-0465,<0.1,0.8,HISTORY & PHILOSOPHY OF SCIENCE,Q4,104/104,spontaneous generations journal for the history and philosophy of science,,
STUDI PIEMONTESI,STUD PIEMONTESI,0392-7261,,<0.1,<0.1,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,studi piemontesi,,
Studia Neoaristotelica-A Journal of Analytical Scholasticism,STUD NEOARISTOTELICA,1214-8407,1804-6843,<0.1,<0.1,PHILOSOPHY,N/A,N/A,studia neoaristotelica a journal of analytical scholasticism,,
Tsinghua China Law Review,TSINGHUA CHINA LAW R,2151-8904,2160-2379,<0.1,0.1,LAW,Q4,403/421,tsinghua china law review,,
African Disability Rights Yearbook,AFR DISABIL RIGHTS Y,2311-8970,2311-8970,<0.1,0.1,LAW,Q4,403/421,african disability rights yearbook,,
Akroterion-Journal for the Classics in South Africa,AKROTERION,0303-1896,2079-2883,<0.1,0.1,CLASSICS,N/A,N/A,akroterion journal for the classics in south africa,,
Arte y Ciudad-Revista de Investigacion,ARTE CIUDAD-REV INVE,2254-2930,2254-7673,<0.1,<0.1,ART,N/A,N/A,arte y ciudad revista de investigacion,,
Communio Viatorum,COMMUNIO VIAT,0010-3713,,<0.1,<0.1,RELIGION,N/A,N/A,communio viatorum,,
CRITICA D ARTE,CRITICA ARTE,0011-1511,,<0.1,<0.1,ART,N/A,N/A,critica d arte,,CRITICA
Cultura-Rivista di Filosofia Letteratura Storia,CULTURA-RIV FILOS LE,0393-1560,2612-2391,<0.1,<0.1,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,cultura rivista di filosofia letteratura storia,,
Eixo e a Roda-Revista de Literatura Brasileira,EIXO RODA,0102-4809,2358-9787,<0.1,<0.1,"LITERATURE, ROMANCE",N/A,N/A,eixo e a roda revista de literatura brasileira,,
Esercizi Filosofici,ESER FILOS,1970-0164,1970-0164,<0.1,<0.1,PHILOSOPHY,N/A,N/A,esercizi filosofici,,
Estudios de Historia de Espana,ESTUD HIST ESP,0328-0284,2469-0961,<0.1,<0.1,HISTORY,Q4,450/518,estudios de historia de espana,,
GUERRES MONDIALES ET CONFLITS CONTEMPORAINS,GUERRE MOND CONF CON,0984-2292,2101-0137,<0.1,0.1,HISTORY,Q4,450/518,guerres mondiales et conflits contemporains,,
Journal for the Study of Christian Culture,J STUDY CHRIST CULT,2071-9957,2071-9957,<0.1,<0.1,RELIGION,N/A,N/A,journal for the study of christian culture,,
Journal of Art History-Sanat Tarihi Yilligi,J ART HIST-SANAT TAR,0579-4080,2717-6940,<0.1,,HISTORY,Q4,450/518,journal of art history sanat tarihi yilligi,,
Religion and the Arts,RELIG ARTS,1079-9265,1568-5292,<0.1,<0.1,RELIGION,N/A,N/A,religion and the arts,,
Revista Perseitas,REV PERSEITAS,2346-1780,2346-1780,<0.1,0.1,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,revista perseitas,,
Revista Pistis & Praxis-Teologia e Pastoral,REV PISTIS PRAX-TEOL,1984-3755,2175-1838,<0.1,<0.1,RELIGION,N/A,N/A,revista pistis and praxis teologia e pastoral,,
REVUE DES LANGUES ROMANES,REV LANGUES ROMANES,0223-3711,,<0.1,0.1,"LITERATURE, ROMANCE",N/A,N/A,revue des langues romanes,,
