JCR_Position,Name,JCR Year,Abbr Name,Publisher,ISSN,EISSN,Total Cites,Total Articles,Citable Items,Cited Half-Life,Citing Half-Life,JIF,JIF5Years,JIF_NoSelfCite,JCI,Area,Rank,Normalized Journal,Journal_Abbreviation,SJR_Score,SJR_Quartile,H_Index,SJR_Categories,SJR_Areas
12283.0,JOURNAL OF WORLD TRADE,2024.0,J WORLD TRADE,KLUWER LAW INT,1011-6702,2210-2795,582.0,42.0,42.0,7.6,6.5,1.2,1.1,1.1,0.76,Q2,118/434,journal of world trade,J. World Trade,0.229,Q2,36.0,Law (Q2); Economics and Econometrics (Q3); Political Science and International Relations (Q3),"Economics, Econometrics and Finance; Social Sciences"
12283.0,PROBATION JOURNAL,2024.0,PROBAT J,SAGE PUBLICATIONS LTD,0264-5505,1741-3079,389.0,25.0,25.0,7.9,9.1,1.2,1.2,0.8,0.76,Q3,66/111,probation journal,Probat. J.,0.733,Q1,37.0,Law (Q1),Social Sciences
12283.0,APPLIED IMMUNOHISTOCHEMISTRY & MOLECULAR MORPHOLOGY,2024.0,APPL IMMUNOHISTO M M,LIPPINCOTT WILLIAMS & WILKINS,1541-2016,1533-4058,2230.0,67.0,68.0,7.6,7.6,1.2,1.4,1.2,0.75,Q3,14/22,applied immunohistochemistry and molecular morphology,Appl. Immunohistochem. Mol. Morphol.,0.538,Q2,80.0,Medical Laboratory Technology (Q2); Pathology and Forensic Medicine (Q2); Histology (Q3),Health Professions; Medicine
12283.0,BRITISH JOURNAL FOR THE HISTORY OF SCIENCE,2024.0,BRIT J HIST SCI,CAMBRIDGE UNIV PRESS,0007-0874,1474-001X,795.0,36.0,38.0,18.3,25.6,1.2,1.2,1.1,0.75,Q1,25/112,british journal for the history of science,Br. J. Hist. Sci.,0.272,Q1,35.0,History (Q1); History and Philosophy of Science (Q2),Arts and Humanities
12283.0,JOURNAL OF POPULATION RESEARCH,2024.0,J POPUL RES,SPRINGER,1443-2447,1835-9469,469.0,27.0,29.0,8.4,9.8,1.2,1.4,1.2,0.75,Q3,29/50,journal of population research,J. Popul. Res.,0.5,Q2,27.0,Demography (Q2),Social Sciences
12283.0,Translation Studies,2024.0,TRANSL STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1478-1700,1751-2921,737.0,16.0,16.0,12.5,11.7,1.2,1.7,1.0,0.75,Q2,114/303,translation studies,Transl. Stud.,0.733,Q1,27.0,Linguistics and Language (Q1),Social Sciences
12283.0,Infants & Young Children,2024.0,INFANT YOUNG CHILD,LIPPINCOTT WILLIAMS & WILKINS,0896-3746,1550-5081,874.0,21.0,21.0,14.1,10.2,1.2,1.4,1.1,0.74,Q3,38/62,infants and young children,Infant. Young Child.,0.389,Q3,51.0,"Developmental and Educational Psychology (Q3); Pediatrics, Perinatology and Child Health (Q3); Psychiatry and Mental Health (Q3)",Medicine; Psychology
12283.0,Peace Economics Peace Science and Public Policy,2024.0,PEACE ECON PEACE SCI,WALTER DE GRUYTER GMBH,1079-2457,1554-8597,266.0,18.0,18.0,7.0,14.1,1.2,1.0,1.0,0.74,Q3,172/322,peace economics peace science and public policy,Peace Econ. Peace Sci.,,,,,
12283.0,Security Journal,2024.0,SECUR J,PALGRAVE MACMILLAN LTD,0955-1662,1743-4645,918.0,35.0,35.0,7.5,8.0,1.2,1.5,1.1,0.74,Q3,66/111,security journal,Secur. J.,0.38,Q1,31.0,Law (Q1); Safety Research (Q2); Strategy and Management (Q3),"Business, Management and Accounting; Social Sciences"
12283.0,Clothing and Textiles Research Journal,2024.0,CLOTH TEXT RES J,SAGE PUBLICATIONS INC,0887-302X,1940-2473,1072.0,17.0,17.0,12.6,9.1,1.2,2.3,1.0,0.73,Q2,114/271,clothing and textiles research journal,Clothing Text. Res. J.,0.643,Q2,46.0,"Business, Management and Accounting (miscellaneous) (Q2); Materials Science (miscellaneous) (Q2); Polymers and Plastics (Q2)","Business, Management and Accounting; Materials Science"
12283.0,PSYCHIATRIC REHABILITATION JOURNAL,2024.0,PSYCHIATR REHABIL J,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,1095-158X,1559-3126,1948.0,37.0,37.0,9.8,8.1,1.2,2.0,1.1,0.73,Q3,115/173,psychiatric rehabilitation journal,Psychiatr. Rehabil. J.,0.673,Q1,76.0,Health Professions (miscellaneous) (Q1); Rehabilitation (Q1); Psychiatry and Mental Health (Q2),Health Professions; Medicine
12283.0,STATISTICA SINICA,2024.0,STAT SINICA,STATISTICA SINICA,1017-0405,1996-8507,3758.0,105.0,105.0,13.4,13.6,1.2,1.5,1.2,0.73,Q2,79/167,statistica sinica,Stat. Sinica,1.368,Q1,86.0,"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)",Decision Sciences; Mathematics
12283.0,Anatomy & Cell Biology,2024.0,ANAT CELL BIOL,MEDRANG,2093-3665,2093-3673,1032.0,68.0,74.0,5.8,11.1,1.2,1.5,1.1,0.72,Q3,14/22,anatomy and cell biology,Anat. Cell Biol.,0.356,Q2,25.0,Anatomy (Q2); Histology (Q3); Cell Biology (Q4); Cellular and Molecular Neuroscience (Q4); Developmental Biology (Q4),"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
12283.0,JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,2024.0,J FOURIER ANAL APPL,SPRINGER BIRKHAUSER,1069-5869,1531-5851,2048.0,73.0,73.0,12.0,15.8,1.2,1.3,1.2,0.72,Q2,141/343,journal of fourier analysis and applications,J.Fourier Anal. Appl.,0.889,Q1,63.0,Analysis (Q1); Applied Mathematics (Q1); Mathematics (miscellaneous) (Q1),Mathematics
12283.0,ADVANCES IN APPLIED PROBABILITY,2024.0,ADV APPL PROBAB,CAMBRIDGE UNIV PRESS,0001-8678,1475-6064,2092.0,59.0,59.0,26.1,15.3,1.2,1.2,1.1,0.71,Q2,79/167,advances in applied probability,Adv. Appl. Probab.,0.64,Q2,63.0,Applied Mathematics (Q2); Statistics and Probability (Q2),Mathematics
12283.0,COCHLEAR IMPLANTS INTERNATIONAL,2024.0,COCHLEAR IMPLANTS IN,TAYLOR & FRANCIS LTD,1467-0100,1754-7628,1123.0,36.0,41.0,8.9,9.1,1.2,1.7,1.1,0.71,Q3,40/67,cochlear implants international,Cochlear Implants in,0.672,Q1,40.0,Otorhinolaryngology (Q1); Speech and Hearing (Q1),Health Professions; Medicine
12283.0,Investigaciones sobre Lectura,2024.0,INVESTIG LECT,"Univ Malaga, Fac Education Sciences",2340-8685,2340-8685,121.0,12.0,12.0,4.6,7.4,1.2,1.5,0.8,0.71,Q2,114/303,investigaciones sobre lectura,Investig. Lect.,0.46,Q1,5.0,Linguistics and Language (Q1); Education (Q2),Social Sciences
12283.0,Journal of Human Behavior in the Social Environment,2024.0,J HUM BEHAV SOC ENVI,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1091-1359,1540-3556,1818.0,81.0,81.0,6.7,8.5,1.2,1.7,1.1,0.71,Q2,44/94,journal of human behavior in the social environment,J. Hum. Behav. Soc. Envi.,0.484,Q1,43.0,Anthropology (Q1); Social Sciences (miscellaneous) (Q2),Social Sciences
12283.0,SOUTH AFRICAN JOURNAL OF GEOLOGY,2024.0,S AFR J GEOL,GEOLOGICAL SOC SOUTH AFRICA,1012-0750,1996-8590,1216.0,40.0,41.0,17.4,18.6,1.2,1.4,0.9,0.71,Q2,30/61,south african journal of geology,S. Afr. J. Geol.,0.532,Q2,56.0,Geology (Q2),Earth and Planetary Sciences
12283.0,ZEITSCHRIFT FUR PADAGOGISCHE PSYCHOLOGIE,2024.0,Z PADAGOG PSYCHOL,HOGREFE AG-HOGREFE AG SUISSE,1010-0652,1664-2910,484.0,19.0,19.0,11.3,10.6,1.2,1.4,1.0,0.71,Q4,58/74,zeitschrift fur padagogische psychologie,Z. Padagog. Psychol.,0.553,Q3,42.0,Developmental and Educational Psychology (Q3),Psychology
12283.0,ANNALS OF OTOLOGY RHINOLOGY AND LARYNGOLOGY,2024.0,ANN OTO RHINOL LARYN,SAGE PUBLICATIONS INC,0003-4894,1943-572X,7135.0,134.0,136.0,17.0,8.6,1.2,1.5,1.1,0.7,Q3,40/67,annals of otology rhinology and laryngology,Ann. Oto. Rhinol. Laryn.,,,,,
12283.0,Critical and Radical Social Work,2024.0,CRIT RADIC SOC WORK,POLICY PRESS,2049-8608,2049-8675,334.0,44.0,46.0,5.2,8.1,1.2,1.2,0.9,0.7,Q2,44/94,critical and radical social work,Crit. Radic. Soc. Work,0.308,Q2,8.0,Sociology and Political Science (Q2),Social Sciences
12283.0,IMA JOURNAL OF APPLIED MATHEMATICS,2024.0,IMA J APPL MATH,OXFORD UNIV PRESS,0272-4960,1464-3634,1602.0,34.0,34.0,17.6,12.9,1.2,1.0,1.2,0.7,Q2,141/343,ima journal of applied mathematics,IMA J. Appl. Math.,0.389,Q3,47.0,Applied Mathematics (Q3),Mathematics
12283.0,INTERNATIONAL SOCIAL WORK,2024.0,INT SOC WORK,SAGE PUBLICATIONS LTD,0020-8728,1461-7234,1858.0,63.0,64.0,5.9,6.5,1.2,1.7,1.1,0.7,Q2,44/94,international social work,Int. Soc. Work,0.833,Q1,53.0,Social Sciences (miscellaneous) (Q1); Social Work (Q1); Sociology and Political Science (Q1),Social Sciences
12283.0,BUSINESS HISTORY REVIEW,2024.0,BUS HIST REV,CAMBRIDGE UNIV PRESS,0007-6805,2044-768X,981.0,18.0,21.0,15.2,31.2,1.2,1.5,1.1,0.69,Q1,7/45,business history review,Bus. Hist. Rev.,0.518,Q1,36.0,"History (Q1); Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2)","Arts and Humanities; Business, Management and Accounting"
12283.0,HEC Forum,2024.0,HEC FORUM,SPRINGER,0956-2737,1572-8498,497.0,24.0,27.0,7.5,7.0,1.2,1.3,1.1,0.69,Q3,43/77,hec forum,Hec Forum,0.348,Q3,28.0,"Health Policy (Q3); Health (social science) (Q3); Issues, Ethics and Legal Aspects (Q3); Medicine (miscellaneous) (Q3)",Medicine; Nursing; Social Sciences
12283.0,Global Responsibility to Protect,2024.0,GLOB RESPONSIB PROT,BRILL,1875-9858,1875-984X,256.0,12.0,12.0,6.6,9.0,1.2,1.1,1.1,0.68,Q2,118/434,global responsibility to protect,Glob. Responsib. Prot.,0.252,Q2,17.0,Political Science and International Relations (Q2),Social Sciences
12283.0,NODEA-NONLINEAR DIFFERENTIAL EQUATIONS AND APPLICATIONS,2024.0,NODEA-NONLINEAR DIFF,SPRINGER INT PUBL AG,1021-9722,1420-9004,1343.0,113.0,113.0,8.4,15.4,1.2,1.3,1.2,0.68,Q2,141/343,nodea nonlinear differential equations and applications,Nodea-Nonlinear Diff.,,,,,
12283.0,Archaeologia Baltica,2024.0,ARCHAEOL BALTICA,INST BALTIC REGION HISTORY & ARCHAEOLOGY KLAIPEDA UNIV,1392-5520,2351-6534,86.0,7.0,7.0,,10.1,1.2,,0.6,0.67,,,archaeologia baltica,Archaeol. Baltica,,,,,
12283.0,Computational Methods in Applied Mathematics,2024.0,COMPUT METH APPL MAT,WALTER DE GRUYTER GMBH,1609-4840,1609-9389,790.0,40.0,40.0,6.9,15.0,1.2,1.2,1.1,0.67,Q2,141/343,computational methods in applied mathematics,Comput. Methods Appl. Math.,0.607,Q2,33.0,Applied Mathematics (Q2); Computational Mathematics (Q2); Numerical Analysis (Q2),Mathematics
12283.0,Global Studies of Childhood,2024.0,GLOB STUD CHILDHOOD,SAGE PUBLICATIONS INC,2043-6106,2043-6106,457.0,29.0,29.0,7.1,7.9,1.2,1.4,1.2,0.67,Q2,372/756,global studies of childhood,Glob. Stud. Childhood,0.26,Q3,18.0,Demography (Q3); Development (Q3); Education (Q3); Sociology and Political Science (Q3); Developmental and Educational Psychology (Q4),Psychology; Social Sciences
12283.0,International Journal of Care and Caring,2024.0,INT J CARE CARING,POLICY PRESS,2397-8821,2397-883X,426.0,48.0,54.0,4.1,7.4,1.2,1.4,0.7,0.67,Q2,114/271,international journal of care and caring,Int. J. Care Caring,0.324,Q2,14.0,"Sociology and Political Science (Q2); Health Policy (Q3); Health (social science) (Q3); Public Health, Environmental and Occupational Health (Q3)",Medicine; Social Sciences
12283.0,Journal of Ethnic & Cultural Diversity in Social Work,2024.0,J ETHN CULT DIVERSIT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1531-3204,1531-3212,643.0,31.0,31.0,6.9,7.6,1.2,1.6,1.1,0.67,Q2,44/94,journal of ethnic and cultural diversity in social work,J. Ethn. Cult. Diversit.,0.469,Q2,37.0,Education (Q2); Health (social science) (Q2); Social Work (Q3),Social Sciences
12283.0,Medical Anthropology,2024.0,MED ANTHROPOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0145-9740,1545-5882,1424.0,51.0,51.0,6.9,9.8,1.2,2.2,1.1,0.67,Q2,48/141,medical anthropology,Med. Anthropol.,,,,,
12283.0,APPLICABLE ANALYSIS,2024.0,APPL ANAL,TAYLOR & FRANCIS LTD,0003-6811,1563-504X,3248.0,152.0,152.0,6.8,14.0,1.2,1.2,1.2,0.66,Q2,141/343,applicable analysis,Appl. Anal.,0.551,Q2,46.0,Analysis (Q2); Applied Mathematics (Q2),Mathematics
12283.0,Journal of Theoretical Social Psychology,2024.0,J THEOR SOC PSYCHOL,WILEY,,2475-0387,277.0,4.0,6.0,3.9,10.1,1.2,2.7,1.2,0.66,Q4,64/78,journal of theoretical social psychology,J. Theor. Soc. Psychol.,0.63,Q2,15.0,Social Psychology (Q2),Psychology
12283.0,HYSTRIX-Italian Journal of Mammalogy,2024.0,HYSTRIX,ASSOC TERIOLOGICA ITALIANA,0394-1914,1825-5272,1032.0,5.0,5.0,9.8,12.5,1.2,1.5,1.2,0.65,Q2,85/181,hystrix italian journal of mammalogy,Hystrix,,,,,
12283.0,Nonprofit Policy Forum,2024.0,NONPROFIT POLICY FOR,WALTER DE GRUYTER GMBH,2194-6035,2154-3348,249.0,39.0,39.0,5.4,9.0,1.2,1.5,0.9,0.65,Q3,61/90,nonprofit policy forum,Nonprofit Policy for,0.589,Q1,16.0,Sociology and Political Science (Q1); Economics and Econometrics (Q2); Public Administration (Q2),"Economics, Econometrics and Finance; Social Sciences"
12283.0,Social Inclusion,2024.0,SOC INCL,COGITATIO PRESS,,2183-2803,1731.0,108.0,111.0,4.8,7.5,1.2,1.8,1.2,0.65,Q2,114/271,social inclusion,Soc. Incl.,0.337,Q2,32.0,Sociology and Political Science (Q2); Social Psychology (Q3),Psychology; Social Sciences
12283.0,ANIMAL SCIENCE JOURNAL,2024.0,ANIM SCI J,WILEY,1344-3941,1740-0929,3811.0,110.0,115.0,7.2,10.7,1.2,1.9,1.1,0.64,Q3,51/86,animal science journal,Anim. Sci. J.,0.522,Q2,52.0,Agricultural and Biological Sciences (miscellaneous) (Q2); Animal Science and Zoology (Q2); Food Science (Q2),Agricultural and Biological Sciences
12283.0,CANADIAN JOURNAL OF POLITICAL SCIENCE-REVUE CANADIENNE DE SCIENCE POLITIQUE,2024.0,CAN J POLIT SCI,CAMBRIDGE UNIV PRESS,0008-4239,1744-9324,1595.0,39.0,39.0,11.3,9.6,1.2,2.0,1.1,0.64,Q3,172/322,canadian journal of political science revue canadienne de science politique,Can. J. Polit. Sci.,,,,,
12283.0,Ethnopolitics,2024.0,ETHNOPOLITICS,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1744-9057,1744-9065,610.0,28.0,28.0,6.5,9.7,1.2,1.3,1.2,0.64,Q3,172/322,ethnopolitics,Ethnopolitics,0.349,Q1,25.0,Cultural Studies (Q1); History (Q1); Political Science and International Relations (Q2),Arts and Humanities; Social Sciences
12283.0,Interaction Studies,2024.0,INTERACT STUD,JOHN BENJAMINS PUBLISHING CO,1572-0373,1572-0381,681.0,10.0,10.0,11.6,11.3,1.2,1.7,1.2,0.64,Q2,114/303,interaction studies,Interact. Stud.,0.403,Q1,43.0,Linguistics and Language (Q1); Animal Science and Zoology (Q2); Communication (Q2); Human-Computer Interaction (Q3),Agricultural and Biological Sciences; Computer Science; Social Sciences
12283.0,Journal of Forensic and Legal Medicine,2024.0,J FORENSIC LEG MED,ELSEVIER SCI LTD,1752-928X,1532-2009,2634.0,83.0,98.0,8.1,9.7,1.2,1.5,1.1,0.64,Q3,16/22,journal of forensic and legal medicine,J. Forensic Legal Med.,0.431,Q1,58.0,Law (Q1); Medicine (miscellaneous) (Q3); Pathology and Forensic Medicine (Q3),Medicine; Social Sciences
12283.0,ZOOSYSTEMA,2024.0,ZOOSYSTEMA,"PUBLICATIONS SCIENTIFIQUES DU MUSEUM, PARIS",1280-9551,1638-9387,521.0,30.0,32.0,13.3,21.4,1.2,1.0,1.0,0.64,Q2,85/181,zoosystema,Zoosystema,0.525,Q2,31.0,"Animal Science and Zoology (Q2); Ecology, Evolution, Behavior and Systematics (Q2)",Agricultural and Biological Sciences
12283.0,Advances in Applied Clifford Algebras,2024.0,ADV APPL CLIFFORD AL,SPRINGER BASEL AG,0188-7009,1661-4909,1244.0,57.0,57.0,7.6,14.1,1.2,1.1,1.0,0.63,Q2,141/343,advances in applied clifford algebras,Adv. Appl. Clifford Algebras,0.414,Q3,34.0,Applied Mathematics (Q3),Mathematics
12283.0,Bereavement-Journal of Grief and Responses to Death,2024.0,BEREAVEMENT,CRUSE BEREAVEMENT CARE,,2754-7833,28.0,8.0,9.0,,6.4,1.2,1.2,0.9,0.63,Q2,44/94,bereavement journal of grief and responses to death,Bereavement,,,,,
12283.0,European Physical Journal H,2024.0,EUR PHYS J H,SPRINGER HEIDELBERG,2102-6459,2102-6467,274.0,20.0,20.0,9.0,49.9,1.2,1.2,1.0,0.63,Q1,25/112,european physical journal h,Eur. Phys. J. H,0.204,Q4,24.0,Physics and Astronomy (miscellaneous) (Q4),Physics and Astronomy
12283.0,Health Psychology Report,2024.0,HEALTH PSYCHOL REP,TERMEDIA PUBLISHING HOUSE LTD,2353-4184,2353-5571,348.0,32.0,32.0,4.7,10.7,1.2,1.3,1.0,0.63,Q4,64/78,health psychology report,Health Psychol. Rep.,0.428,Q3,12.0,Clinical Psychology (Q3); Psychiatry and Mental Health (Q3),Medicine; Psychology
12283.0,PEDIATRIC EMERGENCY CARE,2024.0,PEDIATR EMERG CARE,LIPPINCOTT WILLIAMS & WILKINS,0749-5161,1535-1815,4867.0,215.0,217.0,7.7,8.8,1.2,1.2,1.1,0.63,Q3,33/56,pediatric emergency care,Pediatr. Emerg. Care,0.489,Q2,76.0,"Emergency Medicine (Q2); Pediatrics, Perinatology and Child Health (Q2); Medicine (miscellaneous) (Q3)",Medicine
12283.0,AMERICAN JOURNAL OF PERINATOLOGY,2024.0,AM J PERINAT,THIEME MEDICAL PUBL INC,0735-1631,1098-8785,5886.0,322.0,333.0,6.2,8.0,1.2,1.5,1.1,0.62,Q3,122/191,american journal of perinatology,Am. J. Perinat.,0.649,Q2,84.0,"Obstetrics and Gynecology (Q2); Pediatrics, Perinatology and Child Health (Q2)",Medicine
12283.0,Nordic Journal of Music Therapy,2024.0,NORD J MUSIC THER,GRIEG ACADEMY,0809-8131,1944-8260,484.0,21.0,23.0,7.0,7.8,1.2,1.5,0.9,0.62,Q3,115/173,nordic journal of music therapy,Nord. J. Music Ther.,0.469,Q1,31.0,Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Complementary and Alternative Medicine (Q2); Psychiatry and Mental Health (Q3),Arts and Humanities; Medicine; Social Sciences
12283.0,AILA Review,2024.0,AILA REV,JOHN BENJAMINS PUBLISHING CO,1461-0213,1570-5595,311.0,30.0,30.0,10.6,8.0,1.2,1.2,0.8,0.61,Q2,114/303,aila review,Aila Rev.,0.297,Q2,31.0,Linguistics and Language (Q2),Social Sciences
12283.0,JOURNAL OF BIOSOCIAL SCIENCE,2024.0,J BIOSOC SCI,CAMBRIDGE UNIV PRESS,0021-9320,1469-7599,1801.0,34.0,34.0,9.5,8.1,1.2,1.6,1.1,0.61,Q3,29/50,journal of biosocial science,J. Biosocial Sci.,0.45,Q2,61.0,"Social Sciences (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q3)",Medicine; Social Sciences
12283.0,JOURNAL OF POLITICAL IDEOLOGIES,2024.0,J POLIT IDEOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1356-9317,1469-9613,1095.0,47.0,47.0,10.6,12.3,1.2,2.2,1.0,0.61,Q3,172/322,journal of political ideologies,J. Polit. Ideol.,0.343,Q2,40.0,"Geography, Planning and Development (Q2); Political Science and International Relations (Q2)",Social Sciences
12283.0,Journal of the American Academy of Audiology,2024.0,J AM ACAD AUDIOL,THIEME MEDICAL PUBL INC,1050-0545,2157-3107,2736.0,50.0,51.0,12.2,10.9,1.2,1.5,1.1,0.61,Q3,40/67,journal of the american academy of audiology,J. Am. Acad. Audiol.,0.523,Q2,86.0,Speech and Hearing (Q2),Health Professions
12283.0,JOURNAL OF WILDLIFE DISEASES,2024.0,J WILDLIFE DIS,"WILDLIFE DISEASE ASSOC, INC",0090-3558,1943-3700,5159.0,119.0,121.0,15.1,11.2,1.2,1.4,1.0,0.61,Q3,89/170,journal of wildlife diseases,J. Wildl. Dis.,0.395,Q2,79.0,"Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q3)",Agricultural and Biological Sciences; Environmental Science
12283.0,OPHTHALMIC EPIDEMIOLOGY,2024.0,OPHTHAL EPIDEMIOL,TAYLOR & FRANCIS INC,0928-6586,1744-5086,2245.0,72.0,77.0,9.3,8.3,1.2,1.7,1.2,0.61,Q3,69/98,ophthalmic epidemiology,Ophthal. Epidemiol.,0.981,Q1,75.0,Ophthalmology (Q1); Epidemiology (Q2),Medicine
12283.0,STOCHASTIC PROCESSES AND THEIR APPLICATIONS,2024.0,STOCH PROC APPL,ELSEVIER,0304-4149,1879-209X,6128.0,174.0,174.0,14.5,14.1,1.2,1.4,1.1,0.61,Q2,79/167,stochastic processes and their applications,Stochastic Processes Appl.,1.123,Q1,85.0,Applied Mathematics (Q1); Modeling and Simulation (Q1); Statistics and Probability (Q1),Mathematics
12283.0,Child Abuse Review,2024.0,CHILD ABUSE REV,WILEY,0952-9136,1099-0852,1303.0,54.0,54.0,9.3,8.3,1.2,1.5,1.2,0.6,Q2,44/94,child abuse review,Child Abuse Rev.,0.378,Q2,51.0,"Law (Q2); Pediatrics, Perinatology and Child Health (Q3); Social Work (Q4)",Medicine; Social Sciences
12283.0,Journal of International Advanced Otology,2024.0,J INT ADV OTOL,AVES,1308-7649,2148-3817,1081.0,80.0,87.0,5.5,9.7,1.2,1.3,1.2,0.6,Q3,40/67,journal of international advanced otology,J. Int. Adv. Otol.,0.387,Q3,23.0,Medicine (miscellaneous) (Q3); Otorhinolaryngology (Q3),Medicine
12283.0,JOURNAL OF MOLLUSCAN STUDIES,2024.0,J MOLLUS STUD,OXFORD UNIV PRESS,0260-1230,1464-3766,1816.0,58.0,58.0,14.9,17.1,1.2,1.5,1.1,0.6,Q2,85/181,journal of molluscan studies,J. Molluscan Stud.,0.491,Q2,52.0,Animal Science and Zoology (Q2); Aquatic Science (Q2),Agricultural and Biological Sciences
12283.0,Journal of Neurosurgical Sciences,2024.0,J NEUROSURG SCI,EDIZIONI MINERVA MEDICA,0390-5616,1827-1855,1124.0,59.0,62.0,5.8,8.8,1.2,1.3,1.1,0.6,Q3,204/312,journal of neurosurgical sciences,J. Neurosurg. Sci.,0.415,Q2,41.0,Surgery (Q2); Neurology (clinical) (Q3),Medicine
12283.0,JOURNAL OF SOCIAL WORK EDUCATION,2024.0,J SOC WORK EDUC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1043-7797,2163-5811,1706.0,28.0,28.0,7.7,8.7,1.2,1.5,1.1,0.6,Q2,44/94,journal of social work education,J. Soc. Work Educ.,0.676,Q1,65.0,Social Sciences (miscellaneous) (Q1); Education (Q2); Social Work (Q2),Social Sciences
12283.0,Rural Society,2024.0,RURAL SOC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1037-1656,2204-0536,341.0,13.0,13.0,10.3,6.6,1.2,1.4,1.0,0.6,Q3,127/219,rural society,Rural Soc.,0.277,Q3,30.0,"Tourism, Leisure and Hospitality Management (Q3)","Business, Management and Accounting"
12283.0,African Journal of Emergency Medicine,2024.0,AFR J EMERG MED,ELSEVIER,2211-419X,2211-4203,1056.0,41.0,43.0,6.8,7.8,1.2,1.4,1.1,0.59,Q3,33/56,african journal of emergency medicine,Afr. J. Emerg. Med.,0.474,Q2,24.0,Critical Care Nursing (Q2); Emergency Medicine (Q2); Emergency Nursing (Q2); Geochemistry and Petrology (Q3); Gerontology (Q3),Earth and Planetary Sciences; Medicine; Nursing
12283.0,AIDS EDUCATION AND PREVENTION,2024.0,AIDS EDUC PREV,GUILFORD PUBLICATIONS INC,0899-9546,1943-2755,1210.0,31.0,31.0,10.6,6.3,1.2,1.7,1.2,0.59,Q2,372/756,aids education and prevention,Aids Educ. Prev.,0.632,Q2,80.0,"Health (social science) (Q2); Infectious Diseases (Q2); Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)",Medicine; Social Sciences
12283.0,Andean Geology,2024.0,ANDEAN GEOL,SERVICIO NACIONAL GEOLOGIA MINERVA,0718-7106,0718-7106,592.0,19.0,20.0,9.0,13.9,1.2,1.6,1.1,0.59,Q2,30/61,andean geology,Andean Geol.,0.41,Q2,44.0,Geology (Q2); Paleontology (Q2); Stratigraphy (Q2); Geochemistry and Petrology (Q3),Earth and Planetary Sciences
12283.0,AUSTRALIAN MAMMALOGY,2024.0,AUST MAMMAL,CSIRO PUBLISHING,0310-0049,1836-7402,945.0,44.0,45.0,9.3,12.6,1.2,1.2,0.9,0.59,Q2,85/181,australian mammalogy,Aust. Mammal.,0.463,Q2,30.0,"Animal Science and Zoology (Q2); Ecology, Evolution, Behavior and Systematics (Q2)",Agricultural and Biological Sciences
12283.0,Current Otorhinolaryngology Reports,2024.0,CURR OTORHINOL REP,SPRINGERNATURE,,2167-583X,408.0,0.0,16.0,4.2,5.4,1.2,1.0,1.2,0.59,Q3,40/67,current otorhinolaryngology reports,Curr. Otorhinol. Rep.,0.246,Q3,19.0,Otorhinolaryngology (Q3); Surgery (Q3); Immunology and Allergy (Q4); Neurology (clinical) (Q4),Medicine
12283.0,DESIGNS CODES AND CRYPTOGRAPHY,2024.0,DESIGN CODE CRYPTOGR,SPRINGER,0925-1022,1573-7586,3169.0,207.0,207.0,7.4,11.6,1.2,1.4,1.0,0.59,Q2,141/343,designs codes and cryptography,Des. Codes Cryptogr.,,,,,
12283.0,Journal of Radio & Audio Media,2024.0,J RADIO AUDIO MEDIA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1937-6529,1937-6537,335.0,24.0,24.0,6.8,9.9,1.2,1.0,0.8,0.59,Q3,123/227,journal of radio and audio media,J. Radio Audio Media,0.472,Q2,18.0,Communication (Q2),Social Sciences
